date,srad,tmin,tmax,precip,lat,lon
1999-07-15,297.8000183105469,10.050012207031273,27.149987792968773,1.3000000715255737,37.54,-108.74
1999-07-16,288.1000061035156,11.450006103515648,27.950006103515648,0.0,37.54,-108.74
1999-07-17,297.6000061035156,12.950006103515648,29.950006103515648,0.30000001192092896,37.54,-108.74
1999-07-18,257.0,12.749993896484398,28.649987792968773,0.30000001192092896,37.54,-108.74
1999-07-19,288.70001220703125,10.249993896484398,27.749993896484398,2.5,37.54,-108.74
1999-07-20,310.0,10.450006103515648,30.450006103515648,0.30000001192092896,37.54,-108.74
1999-07-21,296.1000061035156,13.050012207031273,30.749993896484398,4.800000190734863,37.54,-108.74
1999-07-22,292.1000061035156,14.050012207031273,30.050012207031273,0.9000000357627869,37.54,-108.74
1999-07-23,305.3999938964844,13.050012207031273,31.149987792968773,0.0,37.54,-108.74
1999-07-24,287.8999938964844,13.950006103515648,30.850000000000023,1.0,37.54,-108.74
1999-07-25,293.6000061035156,13.450006103515648,30.249993896484398,0.4000000059604645,37.54,-108.74
1999-07-26,293.70001220703125,14.749993896484398,31.649987792968773,0.0,37.54,-108.74
1999-07-27,289.8999938964844,15.550012207031273,32.2499938964844,1.2000000476837158,37.54,-108.74
1999-07-28,294.8000183105469,14.850000000000023,31.149987792968773,0.0,37.54,-108.74
1999-07-29,258.70001220703125,13.350000000000023,28.550012207031273,6.900000095367432,37.54,-108.74
1999-07-30,255.3000030517578,12.149987792968773,27.149987792968773,19.80000114440918,37.54,-108.74
1999-07-31,297.70001220703125,10.749993896484398,26.450006103515648,0.800000011920929,37.54,-108.74
1999-08-01,289.70001220703125,10.649987792968773,27.749993896484398,2.0,37.54,-108.74
1999-08-02,272.0,12.850000000000023,28.950006103515648,1.2000000476837158,37.54,-108.74
1999-08-03,244.8000030517578,13.350000000000023,26.249993896484398,11.300000190734863,37.54,-108.74
1999-08-04,261.70001220703125,10.850000000000023,26.050012207031273,4.800000190734863,37.54,-108.74
1999-08-05,237.10000610351562,10.649987792968773,24.649987792968773,7.599999904632568,37.54,-108.74
1999-08-06,274.3000183105469,9.950006103515648,25.649987792968773,0.699999988079071,37.54,-108.74
1999-08-07,277.70001220703125,12.149987792968773,27.649987792968773,0.0,37.54,-108.74
1999-08-08,278.6000061035156,12.749993896484398,29.749993896484398,0.699999988079071,37.54,-108.74
1999-08-09,264.20001220703125,13.350000000000023,28.149987792968773,0.4000000059604645,37.54,-108.74
1999-08-10,234.10000610351562,12.749993896484398,25.649987792968773,1.0,37.54,-108.74
1999-08-11,276.8999938964844,10.550012207031273,25.649987792968773,8.300000190734863,37.54,-108.74
1999-08-12,286.1000061035156,8.749993896484398,25.050012207031273,0.0,37.54,-108.74
1999-08-13,284.70001220703125,9.550012207031273,27.350000000000023,0.0,37.54,-108.74
1999-08-14,241.3000030517578,12.550012207031273,26.850000000000023,0.699999988079071,37.54,-108.74
1999-08-15,244.90000915527344,10.749993896484398,25.149987792968773,7.5,37.54,-108.74
1999-08-16,254.10000610351562,11.149987792968773,26.450006103515648,0.699999988079071,37.54,-108.74
1999-08-17,259.3000183105469,12.249993896484398,27.950006103515648,4.400000095367432,37.54,-108.74
1999-08-18,256.3000183105469,12.050012207031273,28.850000000000023,4.700000286102295,37.54,-108.74
1999-08-19,252.6999969482422,13.649987792968773,28.850000000000023,4.0,37.54,-108.74
1999-08-20,234.90000915527344,14.149987792968773,27.149987792968773,8.0,37.54,-108.74
1999-08-21,240.3000030517578,13.050012207031273,26.550012207031273,2.200000047683716,37.54,-108.74
1999-08-22,264.8000183105469,11.850000000000023,27.149987792968773,0.0,37.54,-108.74
1999-08-23,264.3000183105469,13.149987792968773,29.350000000000023,1.100000023841858,37.54,-108.74
